WKT,LINK_ID,ST_NAME
"MULTILINESTRING ((34.83296 32.054,34.833 32.05414,34.83305 32.05429,34.83325 32.0548,34.83352 32.0555,34.83358 32.05566,34.83363 32.05584,34.83365 32.05594,34.83366 32.05604,34.83366 32.05615,34.83364 32.05626,34.83358 32.05639,34.83352 32.05648,34.83344 32.05659,34.83334 32.05671,34.8332 32.05687,34.83309 32.05699,34.83297 32.05713))",883441134,מחלף אלוף שדה
"MULTILINESTRING ((34.83608 32.05383,34.83589 32.0539,34.83576 32.05404,34.83562 32.0542,34.8354 32.05445))",883441137,דרך שיבא
"MULTILINESTRING ((34.83466 32.05514,34.8347 32.05526))",883441141,4
"MULTILINESTRING ((34.8347 32.05526,34.83477 32.05545))",883441142,4
"MULTILINESTRING ((34.83484 32.05511,34.8347 32.05526))",883441143,דרך שיבא
"MULTILINESTRING ((34.83452 32.05522,34.83459 32.05539))",883441144,4
"MULTILINESTRING ((34.83459 32.05539,34.83467 32.05556))",883441145,4
"MULTILINESTRING ((34.8347 32.05526,34.83459 32.05539))",883441146,דרך שיבא
"MULTILINESTRING ((34.8339 32.0557,34.83395 32.0558,34.834 32.05583,34.83406 32.05583,34.83423 32.05583))",883441147,
"MULTILINESTRING ((34.83459 32.05539,34.83439 32.05563,34.83423 32.05583))",883441148,דרך שיבא
"MULTILINESTRING ((34.8339 32.0557,34.83392 32.05583,34.83394 32.0559,34.83397 32.05597,34.83402 32.05608))",883441149,
"MULTILINESTRING ((34.83363 32.05548,34.83381 32.05587,34.83386 32.05596,34.83393 32.05602,34.83402 32.05608))",883441150,מחלף אלוף שדה
"MULTILINESTRING ((34.83402 32.05608,34.83415 32.05616))",883441151,
"MULTILINESTRING ((34.83423 32.05583,34.83402 32.05608))",883441152,דרך שיבא
"MULTILINESTRING ((34.83359 32.05657,34.83344 32.05674,34.8333 32.05688,34.8332 32.05697,34.83308 32.05706,34.83297 32.05713))",883441154,דרך שיבא
"MULTILINESTRING ((34.83359 32.05657,34.83371 32.05665))",883441155,
"MULTILINESTRING ((34.82525 32.05952,34.82515 32.05959,34.82503 32.05963,34.82487 32.05967))",883441157,אלוף שדה
"MULTILINESTRING ((34.82525 32.05952,34.82511 32.0595,34.825 32.05952,34.82487 32.05954,34.82474 32.05955))",883441158,אלוף שדה
"MULTILINESTRING ((34.82566 32.05929,34.8254 32.05923,34.82524 32.05919,34.82471 32.05936,34.82461 32.0595,34.82455 32.05958))",883441159,
"MULTILINESTRING ((34.82474 32.05955,34.82455 32.05958))",883441161,אלוף שדה
"MULTILINESTRING ((34.82116 32.05963,34.82113 32.05976))",883441163,
"MULTILINESTRING ((34.81676 32.05861,34.81673 32.05874))",883441165,כורזין
"MULTILINESTRING ((34.81829 32.05831,34.81818 32.05864,34.818 32.05891))",883441166,
"MULTILINESTRING ((34.81676 32.05861,34.818 32.05891))",883441167,אלוף שדה
"MULTILINESTRING ((34.82121 32.05937,34.82116 32.05963))",883463007,רזיאל
"MULTILINESTRING ((34.82116 32.05963,34.82146 32.05968))",883463008,אלוף שדה
"MULTILINESTRING ((34.82113 32.05976,34.82138 32.05979,34.82174 32.05983))",883463011,אלוף שדה
"MULTILINESTRING ((34.82146 32.05968,34.82173 32.05971))",883463013,אלוף שדה
"MULTILINESTRING ((34.82087 32.0615,34.82098 32.06154))",883463014,"הרא""ה"
"MULTILINESTRING ((34.82052 32.06136,34.82038 32.06157))",883463015,דרך יצחק רבין
"MULTILINESTRING ((34.82038 32.06157,34.82023 32.06178))",883463016,דרך יצחק רבין
"MULTILINESTRING ((34.82087 32.0615,34.82075 32.06151,34.8206 32.06153))",883463017,
"MULTILINESTRING ((34.8206 32.06153,34.82049 32.06155,34.82038 32.06157))",883463018,
"MULTILINESTRING ((34.82174 32.05983,34.82157 32.05987,34.8215 32.05989,34.82142 32.05992,34.82134 32.05996))",883463019,
"MULTILINESTRING ((34.82134 32.05996,34.82128 32.06,34.82119 32.06007,34.82111 32.06015,34.82096 32.06029))",883463020,
"MULTILINESTRING ((34.82071 32.06092,34.82064 32.06109,34.82058 32.06123,34.82052 32.06136))",883463022,דרך יצחק רבין
"MULTILINESTRING ((34.82071 32.06092,34.82076 32.06115,34.8208 32.06131))",883463023,
"MULTILINESTRING ((34.8208 32.06131,34.82083 32.0614,34.82087 32.0615))",883463024,
"MULTILINESTRING ((34.82052 32.06136,34.82087 32.0615))",883463025,"הרא""ה"
"MULTILINESTRING ((34.82113 32.05976,34.82104 32.06006))",883463026,דרך יצחק רבין
"MULTILINESTRING ((34.82104 32.06006,34.82096 32.06029))",883463027,דרך יצחק רבין
"MULTILINESTRING ((34.82084 32.05971,34.82113 32.05976))",883463029,אלוף שדה
"MULTILINESTRING ((34.82084 32.05971,34.8209 32.05978,34.82095 32.05985,34.82099 32.05994,34.82104 32.06006))",883463030,
"MULTILINESTRING ((34.81544 32.06477,34.81535 32.06485,34.81529 32.06491))",883463033,
"MULTILINESTRING ((34.81529 32.06491,34.81526 32.06496,34.81523 32.06502,34.81521 32.06508))",883463034,
"MULTILINESTRING ((34.83299 32.06456,34.83303 32.06479,34.83305 32.06498,34.83305 32.0652,34.83304 32.0655,34.83302 32.06578,34.833 32.066))",883463035,אריה בן אליעזר
"MULTILINESTRING ((34.833 32.066,34.83298 32.06621))",883463036,אריה בן אליעזר
"MULTILINESTRING ((34.833 32.066,34.83309 32.06609,34.83317 32.06614,34.83329 32.06621))",883463037,
"MULTILINESTRING ((34.83298 32.06621,34.83329 32.06621))",883463038,"אצ""ל"
"MULTILINESTRING ((34.85101 32.07293,34.85099 32.07295,34.85097 32.07299,34.85096 32.07304,34.85096 32.0731))",883463039,כיכר ישראל
"MULTILINESTRING ((34.85096 32.0731,34.85098 32.07315,34.851 32.07318,34.85104 32.07321,34.85108 32.07323))",883463040,כיכר ישראל
"MULTILINESTRING ((34.84827 32.07409,34.84838 32.07412,34.84853 32.07418))",883463041,
"MULTILINESTRING ((34.84827 32.07409,34.84834 32.07426))",883463042,
"MULTILINESTRING ((34.84834 32.07426,34.8484 32.07434))",883463043,
"MULTILINESTRING ((34.84853 32.07418,34.84834 32.07426))",883463044,ז'בוטינסקי
"MULTILINESTRING ((34.84827 32.07409,34.84824 32.0742,34.8482 32.07432))",883463045,
"MULTILINESTRING ((34.84834 32.07426,34.8482 32.07432))",883463046,ז'בוטינסקי
"MULTILINESTRING ((34.8482 32.07432,34.84794 32.07443,34.8478 32.07449,34.84767 32.07458))",883463047,ז'בוטינסקי
"MULTILINESTRING ((34.85096 32.0731,34.85091 32.07317,34.85085 32.07323,34.85078 32.07328,34.85068 32.07333,34.85053 32.07339,34.85028 32.07348,34.84942 32.07379))",883463048,ז'בוטינסקי
"MULTILINESTRING ((34.84942 32.07379,34.84853 32.07418))",883463049,ז'בוטינסקי
"MULTILINESTRING ((34.84942 32.07379,34.84944 32.07388))",883463050,
"MULTILINESTRING ((34.84567 32.07159,34.84572 32.07158,34.84576 32.07158,34.8458 32.07159,34.84583 32.07161))",883463051,
"MULTILINESTRING ((34.84567 32.07159,34.84563 32.07161,34.84559 32.07164,34.84557 32.07167,34.84556 32.0717))",883463052,
"MULTILINESTRING ((34.84528 32.06946,34.84527 32.06975,34.84528 32.07003,34.8453 32.07035,34.84532 32.07059,34.84535 32.07086,34.84538 32.07107,34.84541 32.0712,34.84545 32.0713,34.84551 32.0714,34.84558 32.07149,34.84567 32.07159))",883463054,מקס ואנה ווב
"MULTILINESTRING ((34.84516 32.06933,34.84529 32.06933))",883463057,
"MULTILINESTRING ((34.84139 32.06527,34.84159 32.06527,34.84204 32.0653))",883483582,מחלף בר אילן
"MULTILINESTRING ((34.84204 32.0653,34.84251 32.06535))",883483583,מחלף בר אילן
"MULTILINESTRING ((34.84139 32.06527,34.84117 32.06528,34.8409 32.0653))",883483584,מחלף בר אילן
"MULTILINESTRING ((34.8409 32.0653,34.84028 32.06537))",883483585,מחלף בר אילן
"MULTILINESTRING ((34.84013 32.06739,34.8402 32.06749))",883483586,471
"MULTILINESTRING ((34.8402 32.06749,34.84029 32.06763,34.84031 32.06773,34.84032 32.06787))",883483587,471
"MULTILINESTRING ((34.83982 32.06694,34.84005 32.06726))",883483588,471
"MULTILINESTRING ((34.84005 32.06726,34.84013 32.06739))",883483589,471
"MULTILINESTRING ((34.83783 32.06371,34.838 32.06388))",883483590,471
"MULTILINESTRING ((34.838 32.06388,34.83812 32.06402,34.83834 32.0642,34.83844 32.06427,34.83858 32.06435))",883483591,471
"MULTILINESTRING ((34.83857 32.06507,34.83865 32.06522))",883483592,
"MULTILINESTRING ((34.83865 32.06522,34.83871 32.06533,34.83878 32.06545))",883483593,
"MULTILINESTRING ((34.83878 32.06545,34.83897 32.06581))",883483594,
"MULTILINESTRING ((34.84048 32.06483,34.84074 32.06482,34.84135 32.06484))",883483595,471
"MULTILINESTRING ((34.84135 32.06484,34.84218 32.06486,34.84248 32.06487))",883483596,471
"MULTILINESTRING ((34.83921 32.06528,34.83918 32.06542))",883483597,471
"MULTILINESTRING ((34.83918 32.06542,34.83915 32.06556,34.83914 32.06566,34.83916 32.06582,34.83922 32.06599))",883483598,471
"MULTILINESTRING ((34.83764 32.06335,34.83777 32.06359))",883483600,471
"MULTILINESTRING ((34.83777 32.06359,34.83783 32.06371))",883483601,471
"MULTILINESTRING ((34.84519 32.06779,34.84526 32.06793))",883483602,מקס ואנה ווב
"MULTILINESTRING ((34.84526 32.06793,34.84528 32.06805,34.84529 32.06824,34.8453 32.06853))",883483603,מקס ואנה ווב
"MULTILINESTRING ((34.84519 32.06779,34.84515 32.06794))",883483604,מקס ואנה ווב
"MULTILINESTRING ((34.8416 32.06503,34.8414 32.06507))",883952339,מחלף בר אילן
"MULTILINESTRING ((34.8416 32.06503,34.84188 32.06502,34.84216 32.06501,34.84231 32.06502,34.84283 32.06506,34.84323 32.06511))",883952340,מחלף בר אילן
"MULTILINESTRING ((34.84034 32.06517,34.83955 32.06526))",883952342,מחלף בר אילן
"MULTILINESTRING ((34.83955 32.06526,34.83921 32.06528))",883952343,מחלף בר אילן
"MULTILINESTRING ((34.83723 32.06384,34.83728 32.064))",883952344,מחלף בר אילן
"MULTILINESTRING ((34.83728 32.064,34.83737 32.0643))",883952345,מחלף בר אילן
"MULTILINESTRING ((34.83733 32.06378,34.83738 32.06399))",883952346,מחלף בר אילן
"MULTILINESTRING ((34.83738 32.06399,34.83748 32.0644,34.83753 32.06473))",883952347,מחלף בר אילן
"MULTILINESTRING ((34.83686 32.06288,34.83698 32.06316,34.83705 32.06333,34.83712 32.06351,34.83718 32.06368))",883952348,מחלף בר אילן
"MULTILINESTRING ((34.83718 32.06368,34.83723 32.06384))",883952349,מחלף בר אילן
"MULTILINESTRING ((34.83696 32.06266,34.83701 32.06298,34.83715 32.06333,34.83729 32.06367))",883952350,מחלף בר אילן
"MULTILINESTRING ((34.83729 32.06367,34.83733 32.06378))",883952351,מחלף בר אילן
"MULTILINESTRING ((34.83805 32.06563,34.83823 32.06579,34.8384 32.06596))",883952352,מחלף בר אילן
"MULTILINESTRING ((34.8384 32.06596,34.8386 32.06618,34.83912 32.06679))",883952353,מחלף בר אילן
"MULTILINESTRING ((34.83708 32.06458,34.83713 32.06468,34.8372 32.0648,34.83727 32.06491,34.83735 32.06501,34.83744 32.06511,34.83754 32.06521,34.83765 32.06531,34.83778 32.06542,34.83805 32.06563))",883952355,מחלף בר אילן
"MULTILINESTRING ((34.83956 32.06444,34.8397 32.06447,34.83982 32.06449,34.84001 32.06451,34.84033 32.06453))",883952356,
"MULTILINESTRING ((34.84403 32.06512,34.84435 32.06523,34.84462 32.06533))",883952358,471
"MULTILINESTRING ((34.84462 32.06533,34.84492 32.06546))",883952359,471
"MULTILINESTRING ((34.84206 32.06434,34.84278 32.06439))",883952360,מחלף בר אילן
"MULTILINESTRING ((34.84278 32.06439,34.84314 32.06443,34.84344 32.06448))",883952361,מחלף בר אילן
"MULTILINESTRING ((34.84515 32.06462,34.84503 32.06468,34.84494 32.06471))",883952362,מחלף בר אילן
"MULTILINESTRING ((34.84494 32.06471,34.84484 32.06473,34.84472 32.06474,34.84448 32.06475))",883952363,מחלף בר אילן
"MULTILINESTRING ((34.8372 32.06432,34.83724 32.0645,34.83729 32.06465,34.83735 32.06478,34.83744 32.06492,34.83755 32.06505,34.83769 32.06518,34.83786 32.06532,34.83816 32.06555,34.83834 32.06571,34.83852 32.06589,34.83871 32.06612,34.83888 32.06636,34.83899 32.06654,34.83912 32.06679))",883952364,
"MULTILINESTRING ((34.83686 32.06288,34.83694 32.06322,34.837 32.06345,34.83708 32.06373))",883952365,
"MULTILINESTRING ((34.83976 32.0676,34.83987 32.06776))",883953397,
"MULTILINESTRING ((34.83987 32.06776,34.84013 32.06812,34.84035 32.06841,34.84054 32.06865,34.84068 32.06882,34.84078 32.06894))",883953398,
"MULTILINESTRING ((34.83912 32.06679,34.83961 32.0674))",883953399,
"MULTILINESTRING ((34.83961 32.0674,34.83976 32.0676))",883953400,
"MULTILINESTRING ((34.83468 32.05799,34.83486 32.05837))",883984106,
"MULTILINESTRING ((34.83138 32.05039,34.83156 32.05078,34.83199 32.05165))",883984108,4
"MULTILINESTRING ((34.83199 32.05165,34.83207 32.05182))",883984109,4
"MULTILINESTRING ((34.83608 32.05383,34.83602 32.05398,34.83592 32.05411,34.83578 32.05427,34.83555 32.05454))",883984110,דרך שיבא
"MULTILINESTRING ((34.83555 32.05454,34.83537 32.05475))",883984111,דרך שיבא
"MULTILINESTRING ((34.83537 32.05475,34.83517 32.05498))",883984112,דרך שיבא
"MULTILINESTRING ((34.8354 32.05445,34.83523 32.05465))",883984113,דרך שיבא
"MULTILINESTRING ((34.8315 32.05017,34.83177 32.05048,34.83195 32.05084,34.83238 32.05174,34.83247 32.05191))",883984116,מחלף אלוף שדה
"MULTILINESTRING ((34.83247 32.05191,34.83257 32.05209))",883984117,מחלף אלוף שדה
"MULTILINESTRING ((34.83506 32.05341,34.83518 32.0534,34.83528 32.05341,34.83538 32.05344,34.83551 32.0535))",883984118,
"MULTILINESTRING ((34.83551 32.0535,34.83566 32.05358,34.83583 32.05368,34.83608 32.05383))",883984119,מחלף אלוף שדה
"MULTILINESTRING ((34.83498 32.05546,34.83503 32.05566,34.83512 32.05598,34.83518 32.05636))",883984123,471
"MULTILINESTRING ((34.83297 32.05713,34.8328 32.05721,34.83268 32.05726))",883984124,אלוף שדה
"MULTILINESTRING ((34.83268 32.05726,34.83253 32.05731,34.83234 32.05737,34.83201 32.05747,34.83125 32.05769,34.83106 32.05775))",883984125,אלוף שדה
"MULTILINESTRING ((34.83106 32.05775,34.83044 32.05788,34.82989 32.05801))",883984126,אלוף שדה
"MULTILINESTRING ((34.82566 32.05929,34.82535 32.05937,34.82508 32.05945))",883984128,אלוף שדה
"MULTILINESTRING ((34.82508 32.05945,34.82474 32.05955))",883984129,אלוף שדה
"MULTILINESTRING ((34.82363 32.05346,34.82397 32.05368))",883984130,ברנשטיין פרץ
"MULTILINESTRING ((34.8279 32.05832,34.82803 32.05843,34.82813 32.05847))",883984132,
"MULTILINESTRING ((34.82813 32.05847,34.82823 32.05848,34.82841 32.05847))",883984133,
"MULTILINESTRING ((34.8279 32.05832,34.82786 32.05841,34.82782 32.05848))",883984134,
"MULTILINESTRING ((34.82782 32.05848,34.82776 32.05858,34.82768 32.0587))",883984135,
"MULTILINESTRING ((34.82231 32.05611,34.82226 32.05626))",883984136,רזיאל
"MULTILINESTRING ((34.82226 32.05626,34.82217 32.05655))",883984137,רזיאל
"MULTILINESTRING ((34.82136 32.05891,34.82131 32.05904))",883984139,רזיאל
"MULTILINESTRING ((34.82755 32.05886,34.82667 32.05911,34.82592 32.05933,34.82557 32.05943,34.82535 32.05949,34.82525 32.05952))",883984140,אלוף שדה
"MULTILINESTRING ((34.83089 32.05786,34.83071 32.05791,34.83047 32.05798,34.83017 32.05807,34.82981 32.05818,34.82861 32.05854))",883984141,אלוף שדה
"MULTILINESTRING ((34.82685 32.05918,34.8265 32.05928))",883984144,אלוף שדה
"MULTILINESTRING ((34.8265 32.05928,34.82594 32.05945,34.82573 32.05951))",883984145,אלוף שדה
"MULTILINESTRING ((34.81919 32.05933,34.82033 32.0596,34.8205 32.05964,34.82069 32.05968,34.82084 32.05971))",883984146,אלוף שדה
"MULTILINESTRING ((34.81893 32.05927,34.81919 32.05933))",883984148,אלוף שדה
"MULTILINESTRING ((34.81895 32.05913,34.81936 32.05923))",883984150,אלוף שדה
"MULTILINESTRING ((34.81324 32.04459,34.81327 32.04478))",883992036,דרך הטייסים
"MULTILINESTRING ((34.81327 32.04478,34.81334 32.04514))",883992037,דרך הטייסים
"MULTILINESTRING ((34.82121 32.05937,34.8213 32.05951))",883992041,
"MULTILINESTRING ((34.8213 32.05951,34.82137 32.05959,34.82146 32.05968))",883992042,
"MULTILINESTRING ((34.84853 32.05265,34.84814 32.05345,34.8479 32.05395))",883999339,שדרות אהרון קציר
"MULTILINESTRING ((34.8479 32.05395,34.84781 32.05413))",883999340,שדרות אהרון קציר
"MULTILINESTRING ((34.8468 32.05356,34.84711 32.05374))",883999341,מנדס
"MULTILINESTRING ((34.84711 32.05374,34.84743 32.05392,34.84763 32.05403,34.84781 32.05413))",883999342,מנדס
"MULTILINESTRING ((34.84781 32.05413,34.84796 32.0542,34.84811 32.05427,34.8483 32.05435,34.84851 32.05443,34.8488 32.05454))",883999343,מנדס
"MULTILINESTRING ((34.8488 32.05454,34.84943 32.05479))",883999344,מנדס
"MULTILINESTRING ((34.84244 32.05048,34.84236 32.05051,34.84232 32.05055,34.8423 32.05059))",883999345,
"MULTILINESTRING ((34.8423 32.05059,34.84229 32.05065,34.8423 32.05072))",883999346,
"MULTILINESTRING ((34.84212 32.05045,34.84223 32.05062))",883999347,מנדס
"MULTILINESTRING ((34.84223 32.05062,34.8423 32.05072))",883999348,מנדס
"MULTILINESTRING ((34.84212 32.05045,34.84184 32.05055))",883999349,דרך שיבא
"MULTILINESTRING ((34.84184 32.05055,34.84162 32.05063))",883999350,דרך שיבא
"MULTILINESTRING ((34.84184 32.05055,34.84192 32.05056,34.84205 32.05058))",883999351,
"MULTILINESTRING ((34.84205 32.05058,34.84215 32.0506,34.84223 32.05062))",883999352,
"MULTILINESTRING ((34.85302 32.05311,34.85296 32.05316,34.85291 32.05319,34.85286 32.05321,34.8528 32.05322))",883999353,
"MULTILINESTRING ((34.85263 32.05322,34.85273 32.05322,34.8528 32.05322))",883999354,
"MULTILINESTRING ((34.81905 32.08227,34.81935 32.08362))",894107793,קריניצי
"MULTILINESTRING ((34.81935 32.08362,34.81945 32.08405))",894107794,קריניצי
"MULTILINESTRING ((34.8197 32.08187,34.81975 32.08205,34.82005 32.08338,34.82005 32.08349,34.81974 32.08355))",894107795,הזיתים
"MULTILINESTRING ((34.84062 32.06661,34.8405 32.06684,34.84047 32.06702,34.84047 32.06721))",895295533,
"MULTILINESTRING ((34.84047 32.06721,34.84042 32.06749,34.8408 32.06806,34.84103 32.0682))",895295534,
"MULTILINESTRING ((34.83984 32.06685,34.84021 32.06735))",895295535,
"MULTILINESTRING ((34.84047 32.06721,34.84021 32.06735))",895295537,
"MULTILINESTRING ((34.84175 32.04521,34.84176 32.04526))",901105546,
"MULTILINESTRING ((34.84176 32.04526,34.84181 32.04527,34.84186 32.04535))",901105547,
"MULTILINESTRING ((34.84186 32.04535,34.84185 32.04543))",901105548,
"MULTILINESTRING ((34.84176 32.04526,34.84175 32.04532,34.84177 32.04545))",901105549,
"MULTILINESTRING ((34.84177 32.04545,34.84173 32.04547,34.8417 32.04551,34.84161 32.04551))",901105550,
"MULTILINESTRING ((34.84185 32.04543,34.84177 32.04545))",901105551,
"MULTILINESTRING ((34.84149 32.04507,34.8415 32.04524))",901107763,
"MULTILINESTRING ((34.8418 32.04475,34.84149 32.04471,34.84149 32.04507))",901107764,
"MULTILINESTRING ((34.8418 32.04475,34.8418 32.045))",901107765,
"MULTILINESTRING ((34.8418 32.045,34.84168 32.04504,34.84149 32.04507))",901107766,
"MULTILINESTRING ((34.84237 32.04398,34.84221 32.044,34.84199 32.044,34.84166 32.04398,34.84157 32.04402,34.84155 32.04407,34.84142 32.04421))",901242486,
"MULTILINESTRING ((34.84231 32.04412,34.84205 32.04417,34.84142 32.04421))",901242487,
"MULTILINESTRING ((34.84142 32.04421,34.84121 32.04429,34.84103 32.04441,34.84095 32.04453,34.84088 32.04473,34.84088 32.04494,34.84106 32.04524))",901242488,
"MULTILINESTRING ((34.84242 32.04397,34.84237 32.04398))",901242489,
"MULTILINESTRING ((34.84242 32.04397,34.84248 32.04396,34.84257 32.04401))",901242490,
"MULTILINESTRING ((34.84257 32.04401,34.8426 32.04406,34.8426 32.04411,34.84257 32.04417))",901242491,
"MULTILINESTRING ((34.84231 32.04412,34.84234 32.04417))",901242492,
"MULTILINESTRING ((34.84234 32.04417,34.84239 32.04421,34.84245 32.04422,34.84252 32.0442,34.84257 32.04417))",901242493,
"MULTILINESTRING ((34.84234 32.04417,34.84233 32.04429))",901242494,
"MULTILINESTRING ((34.84257 32.04417,34.8426 32.04427,34.84256 32.04434,34.84245 32.04437,34.84237 32.04433,34.84233 32.04429))",901242495,
"MULTILINESTRING ((34.8444 32.04736,34.845 32.04738))",901242496,
"MULTILINESTRING ((34.84516 32.04751,34.84491 32.04829))",901242497,
"MULTILINESTRING ((34.8452 32.04738,34.84521 32.04743))",901242498,
"MULTILINESTRING ((34.845 32.04738,34.84504 32.04735,34.8451 32.04734,34.84516 32.04735,34.8452 32.04738))",901242499,
"MULTILINESTRING ((34.845 32.04738,34.84499 32.04743,34.845 32.04748,34.84504 32.04751,34.8451 32.04752,34.84516 32.04751))",901242500,
"MULTILINESTRING ((34.84521 32.04743,34.8452 32.04748,34.84516 32.04751))",901242501,
"MULTILINESTRING ((34.83523 32.05465,34.83505 32.05487))",907280311,דרך שיבא
"MULTILINESTRING ((34.83505 32.05487,34.83484 32.05511))",907280312,דרך שיבא
"MULTILINESTRING ((34.8264 32.05908,34.82566 32.05929))",907280313,אלוף שדה
"MULTILINESTRING ((34.82768 32.0587,34.82682 32.05896))",907280314,אלוף שדה
"MULTILINESTRING ((34.82682 32.05896,34.8264 32.05908))",907280315,אלוף שדה
"MULTILINESTRING ((34.85108 32.07323,34.85094 32.07329))",913433987,ז'בוטינסקי
"MULTILINESTRING ((34.85094 32.07329,34.8508 32.07336,34.85064 32.07343,34.85046 32.0735,34.84944 32.07388))",913433988,ז'בוטינסקי
"MULTILINESTRING ((34.8281 32.10158,34.82807 32.10184))",914257013,
"MULTILINESTRING ((34.82767 32.10042,34.82763 32.1006))",914257018,
"MULTILINESTRING ((34.82725 32.10054,34.82763 32.1006))",914257019,
"MULTILINESTRING ((34.85156 32.05566,34.85144 32.05582,34.85129 32.05602,34.85097 32.05644,34.85072 32.05678))",916737688,שדרות בן גוריון
"MULTILINESTRING ((34.85072 32.05678,34.85055 32.057))",916737689,שדרות בן גוריון
"MULTILINESTRING ((34.85055 32.057,34.8504 32.05719))",916737690,שדרות בן גוריון
"MULTILINESTRING ((34.82878 32.03832,34.82898 32.03844))",917074575,מחלף מסובים
"MULTILINESTRING ((34.81385 32.04451,34.8137 32.0446,34.8136 32.04469))",917074577,
"MULTILINESTRING ((34.8136 32.04469,34.81352 32.04479,34.81344 32.04494))",917074578,
"MULTILINESTRING ((34.80312 32.08854,34.80294 32.08864))",917104515,ביאליק
"MULTILINESTRING ((34.80294 32.08864,34.80272 32.08878))",917104516,ביאליק
"MULTILINESTRING ((34.80258 32.08301,34.80269 32.08302,34.8028 32.08303,34.80288 32.08303))",917191212,481
"MULTILINESTRING ((34.82762 32.10179,34.82761 32.10212))",917911408,
"MULTILINESTRING ((34.83636 32.06092,34.83661 32.06151,34.83715 32.0627))",917923195,4
"MULTILINESTRING ((34.83715 32.0627,34.83742 32.06325,34.83758 32.06355))",917923196,4
"MULTILINESTRING ((34.80409 32.08839,34.80406 32.08861))",923691251,יהודית
"MULTILINESTRING ((34.80406 32.08861,34.80406 32.08876))",923691252,יהודית
"MULTILINESTRING ((34.80409 32.08839,34.80379 32.0884))",923691253,ביאליק
"MULTILINESTRING ((34.80379 32.0884,34.80352 32.08842))",923691254,ביאליק
"MULTILINESTRING ((34.80379 32.0884,34.80397 32.08846,34.80403 32.08854,34.80406 32.08861))",923691255,
"MULTILINESTRING ((34.81914 32.0899,34.81907 32.09006))",923710382,"רש""י"
"MULTILINESTRING ((34.81907 32.09006,34.81875 32.09074))",923710383,"רש""י"
"MULTILINESTRING ((34.81898 32.08983,34.81905 32.08993,34.81906 32.09,34.81907 32.09006))",923710384,
"MULTILINESTRING ((34.80956 32.07905,34.80952 32.07908,34.80947 32.07909,34.80942 32.07908))",923710388,
"MULTILINESTRING ((34.81544 32.08377,34.81541 32.08385,34.81539 32.08395))",923710389,הרצל
"MULTILINESTRING ((34.81539 32.08395,34.81534 32.08416,34.81525 32.08481))",923710390,הרצל
"MULTILINESTRING ((34.81566 32.08379,34.81552 32.08382,34.81546 32.08388,34.81539 32.08395))",923710391,
"MULTILINESTRING ((34.82872 32.07141,34.82873 32.07196))",923710392,תרצה
"MULTILINESTRING ((34.81348 32.09359,34.81349 32.0937,34.81345 32.0938,34.81355 32.09383))",924229697,
"MULTILINESTRING ((34.80969 32.0926,34.80944 32.09371))",924229698,המרגנית
"MULTILINESTRING ((34.80944 32.09371,34.80944 32.09385,34.80948 32.09398,34.80955 32.09413,34.80967 32.09429,34.80983 32.0944))",924229699,המרגנית
"MULTILINESTRING ((34.8295 32.04228,34.82949 32.04278))",927218965,4
"MULTILINESTRING ((34.82764 32.0384,34.82739 32.03846))",930496337,461
"MULTILINESTRING ((34.82781 32.0385,34.82747 32.03857))",930496339,461
"MULTILINESTRING ((34.82747 32.03857,34.82641 32.03877,34.82609 32.03884,34.82591 32.03889,34.82537 32.03908,34.82515 32.03917,34.82489 32.03929,34.82455 32.03948,34.82416 32.03972,34.82393 32.03987))",930496340,461
"MULTILINESTRING ((34.82781 32.0385,34.82777 32.03858,34.82766 32.03864,34.82754 32.03869,34.82744 32.03871))",930496341,
"MULTILINESTRING ((34.82744 32.03871,34.8269 32.03882,34.82677 32.03887,34.82671 32.03891,34.82669 32.03902))",930496342,
"MULTILINESTRING ((34.829 32.03921,34.82811 32.03924,34.82723 32.03935,34.82698 32.03937))",930496344,
"MULTILINESTRING ((34.82949 32.04278,34.8295 32.04324))",930496345,4
"MULTILINESTRING ((34.8295 32.04324,34.82952 32.04362))",930496346,4
"MULTILINESTRING ((34.82975 32.04225,34.82975 32.0427,34.82977 32.04326))",930496347,4
"MULTILINESTRING ((34.83983 32.06836,34.83982 32.0684))",936480991,הרב לוין
"MULTILINESTRING ((34.83982 32.0684,34.83978 32.06855,34.83953 32.06865,34.83887 32.06889))",936480992,הרב לוין
"MULTILINESTRING ((34.80104 32.08186,34.80144 32.0821))",947608795,המעין
"MULTILINESTRING ((34.80144 32.0821,34.80154 32.08217,34.80169 32.08223,34.80181 32.08228,34.80194 32.08231,34.80205 32.08234,34.80215 32.08237))",947608796,המעין
"MULTILINESTRING ((34.80215 32.08237,34.80264 32.08249))",947608797,המעין
"MULTILINESTRING ((34.80446 32.08371,34.80482 32.08381,34.80509 32.08392,34.8052 32.08399))",947608800,היזמה
"MULTILINESTRING ((34.80446 32.08371,34.80434 32.0837,34.8042 32.08374,34.80416 32.08383,34.80415 32.08393,34.80424 32.08417,34.80432 32.08432,34.80435 32.08436,34.80446 32.08438,34.80454 32.0844,34.80461 32.08446))",947608801,היזמה
"MULTILINESTRING ((34.80479 32.0849,34.80497 32.085))",947608802,
